Drug,Target
DB08870,1576
DB08870,340273
DB08870,943
DB08871,81027
DB08871,596
DB08872,8884
DB08872,781
DB08872,9254
DB08872,160728
DB08873,1576
DB08873,5243
DB08873,1577
DB08874,1576
DB08874,5243
DB08875,1576
DB08875,1559
DB08875,1558
DB08875,3791
DB08875,5979
DB08875,4233
DB08877,1576
DB08877,3716
DB08877,3717
DB08879,10673
DB08880,1544
DB08880,1558
DB08880,9429
DB08880,10599
DB08880,1723
DB08881,1576
DB08881,1544
DB08881,1565
DB08881,1559
DB08881,213
DB08881,1558
DB08881,9429
DB08881,4363
DB08881,1555
DB08881,5004
DB08881,673
DB08882,1576
DB08882,5243
DB08882,6582
DB08882,6580
DB08882,6581
DB08882,1803
DB08883,1576
DB08883,1544
DB08883,1577
DB08883,2890
DB08883,1555
DB08884,1244
DB08884,8714
DB08884,10599
DB08884,10257
DB08885,7422
DB08885,5228
DB08885,7423
DB08886,6906
DB08888,2
DB08888,2335
DB08888,5345
DB08889,5243
DB08889,5693
DB08889,5689
DB08889,5696
DB08889,5698
DB08889,5690
DB08889,5699
DB08890,2984
DB08893,1576
DB08893,1565
DB08893,5243
DB08893,213
DB08893,590
DB08893,6579
DB08893,5004
DB08893,155
DB08894,2057
DB08895,1576
DB08895,213
DB08895,1557
DB08895,3716
DB08895,3717
DB08895,3718
DB08895,7297
DB08896,1576
DB08896,1559
DB08896,5243
DB08896,2263
DB08896,2260
DB08896,1558
DB08896,9429
DB08896,5159
DB08896,5156
DB08896,1555
DB08896,54658
DB08896,54600
DB08896,4914
DB08896,673
DB08896,5894
DB08896,2324
DB08896,3791
DB08896,3815
DB08896,5979
DB08896,2321
DB08896,7010
DB08896,25
DB08896,1969
DB08896,2444
DB08896,4921
DB08896,5600
DB08897,590
DB08897,1131
DB08897,1128
DB08897,1129
DB08897,1132
DB08897,1133
DB08899,1576
DB08899,1565
DB08899,1559
DB08899,6906
DB08899,5243
DB08899,213
DB08899,1557
DB08899,1577
DB08899,1558
DB08899,1555
DB08899,367
DB08900,9340
DB08901,1576
DB08901,1565
DB08901,5243
DB08901,2263
DB08901,2260
DB08901,2264
DB08901,2261
DB08901,1577
DB08901,1558
DB08901,9429
DB08901,5156
DB08901,3791
DB08901,2322
DB08901,3815
DB08901,5979
DB08901,7010
DB08901,25
DB08901,6714
DB08901,3932
DB08901,613
DB08901,4067
DB08903,1576
DB08904,7124
DB08904,10327
DB08905,1576
DB08906,1576
DB08906,5243
DB08906,1551
DB08906,1577
DB08906,1558
DB08906,10599
DB08906,2908
DB08906,866
DB08906,5241
DB08906,4306
DB08907,1576
DB08907,5243
DB08907,1244
DB08907,9429
DB08907,54600
DB08907,5004
DB08907,7363
DB08907,6524
DB08908,9817
DB08908,5970
DB08909,1576
DB08909,1565
DB08909,5406
DB08910,7124
DB08910,1576
DB08910,1544
DB08910,5243
DB08910,5743
DB08910,51185
DB08911,1576
DB08911,1558
DB08911,5604
DB08911,5605
DB08912,1576
DB08912,1559
DB08912,5243
DB08912,1558
DB08912,9356
DB08912,9429
DB08912,10599
DB08912,9376
DB08912,1555
DB08912,673
DB08912,5894
DB08912,150094
DB08912,79858
DB08912,3984
DB08913,472
DB08913,10111
DB08916,1956
DB08916,5243
DB08916,2064
DB08916,9429
DB08916,2066
DB08918,1576
DB08918,1565
DB08918,5243
DB08918,1557
DB08918,1558
DB08918,1573
DB08918,6532
DB08918,6530
DB08930,1576
DB08930,5243
DB08930,9356
DB08930,9429
DB08930,6582
DB08930,9376
DB08930,54658
DB08930,54659
DB08930,54600
DB08931,1576
DB08931,213
DB08931,1558
DB08931,9429
DB08931,1543
DB08931,1573
DB08931,5004
DB08931,2977
DB08932,1576
DB08932,213
DB08932,1557
DB08932,1909
DB08932,1910
DB08933,1576
DB08933,1557
DB08934,5243
DB08934,9429
DB08934,3094
DB08934,51727
DB08934,4830
DB08934,5476
DB08935,931
DB08936,3269
DB08949,338442
DB08949,160728
DB08949,84649
DB08954,2902
DB08954,2904
DB08964,5732
DB08964,5733
DB08971,1576
DB08995,196
DB09016,6532
DB09016,3269
DB09016,3356
DB09026,1576
DB09026,5972
DB09027,5243
DB09027,9429
DB09029,3605
DB09030,1576
DB09030,2149
DB09030,1573
DB09031,5243
DB09031,5337
DB09033,3676
DB09033,3695
DB09034,1576
DB09034,3061
DB09035,5133
DB09036,1576
DB09036,3569
DB09037,5133
DB09038,6524
DB09039,1576
DB09039,1565
DB09039,7357
DB09043,2740
DB09045,2740
DB09046,3953
DB09047,7153
DB09048,1576
DB09048,1565
DB09048,1559
DB09048,64816
DB09048,6869
DB09049,1576
DB09049,1565
DB09049,1557
DB09049,4988
DB09051,2588
DB09052,915
DB09052,930
DB09053,1576
DB09053,1565
DB09053,213
DB09053,1577
DB09053,5004
DB09053,695
DB09054,1576
DB09054,5243
DB09054,1557
DB09054,1551
DB09054,1577
DB09054,1558
DB09054,9429
DB09054,10599
DB09054,316
DB09054,1555
DB09054,64816
DB09059,554
DB09059,552
DB09059,553
DB09059,5021
DB09060,1244
DB09060,9376
DB09061,1576
DB09061,1544
DB09061,1565
DB09061,1559
DB09061,5742
DB09061,5743
DB09061,1557
DB09061,1551
DB09061,1577
DB09061,9429
DB09061,4363
DB09061,1545
DB09061,1139
DB09061,7442
DB09061,5468
DB09061,2876
DB09061,2936
DB09061,2841
DB09061,2741
DB09061,8001
DB09061,3620
DB09061,3156
DB09061,1586
DB09061,1543
DB09061,240
DB09061,6647
DB09061,4988
DB09061,4985
DB09061,2030
DB09061,134
DB09061,3350
DB09061,3356
DB09061,3359
DB09061,1429
DB09061,8912
DB09061,2166
DB09061,8913
DB09061,6609
DB09061,8911
DB09061,1268
DB09061,1269
DB09061,38
DB09061,5319
DB09061,79054
DB09061,8989
DB09061,162514
DB09061,847
DB09061,246
DB09061,9290
DB09061,2835
DB09061,51393
DB09061,59341
DB09061,7416
DB09061,15
DB09061,747
DB09061,27163
DB09061,222236
DB09063,1576
DB09063,1559
DB09063,5243
DB09063,238
DB09064,5465
DB09065,1576
DB09065,1565
DB09065,5243
DB09065,1551
DB09065,1577
DB09065,9429
DB09065,10599
DB09065,64816
DB09066,2492
DB09067,1394
DB09068,1576
DB09068,1565
DB09068,1559
DB09068,1557
DB09068,1577
DB09068,1558
DB09068,1555
DB09068,1548
DB09068,6532
DB09068,153
DB09068,3351
DB09068,3350
DB09068,3363
DB09068,3359
DB09069,30
DB09070,3284
DB09070,3283
DB09070,2099
DB09070,6817
DB09070,412
DB09071,1576
DB09071,1544
DB09071,4543
DB09071,4544
DB09072,7915
DB09072,137872
DB09073,1576
DB09073,5243
DB09073,213
DB09073,9429
DB09073,6580
DB09073,1019
DB09073,1021
DB09074,1576
DB09074,5243
DB09074,1577
DB09074,9429
DB09074,1555
DB09074,142
DB09074,10038
DB09074,10039
DB09075,2159
DB09075,5243
DB09076,1565
DB09076,5243
DB09076,1131
DB09076,1128
DB09076,1129
DB09076,1132
DB09076,1133
DB09077,2583
DB09077,4613
DB09078,1576
DB09078,1544
DB09078,1565
DB09078,1559
DB09078,5243
DB09078,2263
DB09078,2260
DB09078,2264
DB09078,2261
DB09078,1557
DB09078,1558
DB09078,8647
DB09078,9356
DB09078,9429
DB09078,10599
DB09078,6582
DB09078,9376
DB09078,316
DB09078,1555
DB09078,2324
DB09078,3791
DB09078,3815
DB09078,2321
DB09079,1576
DB09079,5243
DB09079,2263
DB09079,2260
DB09079,2261
DB09079,2324
DB09079,3791
DB09079,2322
DB09079,2321
DB09079,6714
DB09079,3932
DB09079,4067
DB09080,1559
DB09080,1558
DB09080,154
DB09081,6582
DB09082,1576
DB09082,154
DB09083,1576
DB09083,610
DB09085,6261
DB09085,6262
DB09086,2099
DB09086,2100
DB09086,367
DB09086,162514
DB09087,213
DB09089,1576
DB09089,1131
DB09089,1128
DB09089,4988
DB09089,1129
DB09089,775
DB09089,1132
DB09089,8913
DB09089,3778
DB09090,1576
DB09090,779
DB09091,2908
DB09091,3066
DB09092,4191
DB09092,3419
DB09092,2597
DB09092,4967
DB09092,23530
DB09092,6122
DB09093,213
DB09095,1576
DB09095,2908
DB09095,306
DB09097,1813
DB09097,1812
DB09098,3480
DB09098,2690
DB09099,1576
DB09099,5243
DB09099,6751
DB09099,6755
DB09099,6752
DB09099,6753
DB09099,6754
DB09101,1576
DB09102,1576
DB09102,5243
DB09102,1551
DB09102,1577
DB09102,9429
DB09102,10599
DB09102,64816
DB09103,3815
DB09105,1901
DB09107,2057
DB09108,7450
DB09109,2147
DB09109,2159
DB09109,2158
DB09110,2936
DB09112,3039
DB09112,3043
DB09112,4151
DB09113,3458
DB09113,3567
DB09113,6356
DB09115,2950
DB09115,351
DB09116,222
DB09116,847
DB09117,217
DB09118,1576
DB09118,1544
DB09118,1565
DB09118,1559
DB09118,1557
DB09118,3939
DB09118,3945
DB09118,2554
DB09119,1576
DB09119,1557
DB09119,54658
DB09119,5025
DB09120,1544
DB09120,1559
DB09120,1571
DB09120,1557
DB09120,7442
DB09121,107
DB09121,108
DB09121,111
DB09122,3455
DB09122,3454
DB09122,1544
DB09122,1356
DB09122,332
DB09122,4312
DB09122,4155
DB09123,1576
DB09123,367
DB09123,5241
DB09124,1576
DB09124,213
DB09124,6462
DB09124,866
DB09124,5241
DB09125,5741
DB09126,3973
DB09128,1576
DB09128,1565
DB09128,1813
DB09128,147
DB09128,3350
DB09128,3356
DB09128,152
DB09129,3643
DB09130,2147
DB09130,714
DB09130,716
DB09130,5340
DB09130,5054
DB09130,6906
DB09130,3309
DB09130,811
DB09130,718
DB09130,721
DB09130,727
DB09130,7123
DB09130,3856
DB09130,7448
DB09130,2157
DB09130,2153
DB09130,1356
DB09130,213
DB09130,5478
DB09130,2
DB09130,2805
DB09130,5315
DB09130,1621
DB09130,5066
DB09130,95
DB09130,4128
DB09130,2936
DB09130,2937
DB09130,2741
DB09130,7358
DB09130,3939
DB09130,3419
DB09130,2597
DB09130,1727
DB09130,7299
DB09130,10327
DB09130,347
DB09130,6647
DB09130,866
DB09130,7276
DB09130,3039
DB09130,203068
DB09130,462
DB09130,3053
DB09130,7018
DB09130,475
DB09130,1317
DB09130,1318
DB09130,540
DB09130,538
DB09130,307
DB09130,308
DB09130,26
DB09130,3320
DB09130,7184
DB09130,5230
DB09130,4830
DB09130,351
DB09130,5621
DB09130,6273
DB09130,6275
DB09130,5444
DB09130,3043
DB09130,3312
DB09130,3483
DB09130,6279
DB09130,79661
DB09130,252969
DB09130,1915
DB09130,2023
DB09130,5034
DB09130,2923
DB09130,5052
DB09130,9973
DB09130,1
DB09130,183
DB09130,197
DB09130,325
DB09130,335
DB09130,336
DB09130,337
DB09130,55911
DB09130,348
DB09130,722
DB09130,732
DB09130,3075
DB09130,3426
DB09130,1191
DB09130,2934
DB09130,3250
DB09130,3698
DB09130,3827
DB09130,3848
DB09130,3858
DB09130,3849
DB09130,3857
DB09130,114770
DB09130,5265
DB09130,5267
DB09130,333
DB09130,9588
DB09130,191
DB09130,6622
DB09130,283
DB09130,87
DB09130,4015
DB09130,4891
DB09130,708
DB09130,5345
DB09130,3921
DB09130,71
DB09130,3329
DB09130,6782
DB09130,6187
DB09130,6426
DB09130,3181
DB09130,3187
DB09130,3189
DB09130,3191
DB09130,6421
DB09130,8175
DB09130,10399
DB09130,7086
DB09130,7001
DB09130,10728
DB09130,10963
DB09130,3692
DB09130,1973
DB09130,2821
DB09130,7278
DB09130,1072
DB09130,7529
DB09130,3068
DB09130,1192
DB09130,5720
DB09130,5037
DB09130,5223
DB09130,5902
DB09130,567
DB09130,6341
DB09130,3064
DB09130,341208
DB09130,627
DB09130,11315
DB09130,3375
DB09130,6866
DB09130,173
DB09130,344
DB09130,345
DB09130,350
DB09130,563
DB09130,735
DB09130,23468
DB09130,3500
DB09130,3503
DB09130,3543
DB09130,116844
DB09130,4060
DB09130,5473
DB09130,5176
DB09130,710
DB09130,10063
DB09130,9843
DB09130,4520
DB09131,5624
DB09131,1476
DB09137,10599
DB09139,213
DB09140,3039
DB09140,3043
DB09140,27035
DB09141,2159
DB09141,462
DB09143,1576
DB09143,6608
DB09144,5054
DB09144,6898
DB09144,2897
DB09144,2030
DB09144,9154
DB09144,6517
DB09146,3039
DB09146,7018
DB09148,1573
DB09148,351
DB09148,8529
DB09149,351
DB09151,351
DB09154,9058
DB09154,89874
DB09154,284111
DB09154,6576
DB09160,5243
DB09161,5243
DB09161,4363
DB09167,1544
DB09167,1565
DB09167,1559
DB09167,1557
DB09167,6532
DB09167,6530
DB09167,148
DB09167,1131
DB09167,1128
DB09167,1129
DB09167,3269
DB09167,3350
DB09167,150
DB09167,3356
DB09167,1132
DB09167,1133
DB09183,1576
DB09183,1565
DB09183,5243
DB09183,1558
DB09183,9429
DB09183,340273
DB09185,1544
DB09185,6530
DB09195,1576
DB09195,1565
DB09195,213
DB09195,6532
DB09195,148
DB09195,3358
DB09195,3269
DB09195,150
DB09195,3356
DB09205,1576
DB09205,590
DB09205,148
DB09209,4988
DB09209,4986
DB09209,4985
DB09210,7421
DB09210,2897
DB09210,2890
DB09210,2891
DB09210,2893
DB09210,54657
DB09210,4914
DB09210,4780
DB09212,5742
DB09212,5743
DB09213,5327
DB09213,1559
DB09213,5243
DB09213,5742
DB09213,5743
DB09213,7056
DB09213,213
DB09213,1557
DB09213,1558
DB09213,6579
DB09213,9356
DB09213,4363
DB09213,5465
DB09213,5468
DB09213,9376
DB09213,10257
DB09213,54658
DB09213,11309
DB09213,55867
DB09213,6564
DB09213,54659
DB09213,54600
DB09213,7364
DB09213,7363
DB09213,2169
DB09213,1080
DB09213,596
DB09213,2811
DB09213,6278
DB09213,23600
DB09214,5742
DB09214,5743
DB09216,1576
DB09216,5742
DB09216,5743
DB09220,10060
DB09225,1576
DB09225,1544
DB09225,6532
DB09225,6530
DB09225,1813
DB09225,3363
DB09225,1812
DB09225,3356
DB09225,3362
DB09228,2147
DB09228,715
DB09228,716
DB09228,5327
DB09228,2160
DB09228,2161
DB09228,3818
DB09236,1576
DB09236,213
DB09236,775
DB09236,5004
DB09237,1576
DB09237,4843
DB09237,4846
DB09237,775
DB09238,1576
DB09238,1565
DB09238,1559
DB09238,1557
DB09238,1543
DB09238,1555
DB09238,775
DB09238,8913
DB09241,4842
DB09241,2977
DB09242,150
DB09242,11188
DB09256,1544
DB09256,6906
DB09256,1571
DB09256,1577
DB09256,1558
DB09256,1548
DB09256,7298
DB09257,1806
DB09258,5104
DB09258,2159
DB09258,462
DB09258,3053
DB09265,2740
DB09266,4360
DB09269,1066
DB09270,5243
DB09270,6389
DB09270,3156
DB09270,4731
DB09270,3949
DB09270,7436
DB09272,1244
DB09272,10599
DB09272,9376
DB09272,4988
DB09272,4986
DB09272,4985
DB09274,1576
DB09274,1548
DB09276,54658
DB09280,1576
DB09280,1559
DB09280,5243
DB09280,213
DB09280,1557
DB09280,1558
DB09280,1555
DB09280,1080
DB09282,8654
DB09282,2977
DB09287,1571
DB09287,174
DB09287,2981
DB09287,7038
DB09291,1576
DB09291,1565
DB09291,5243
DB09291,9429
DB09292,10599
DB09292,4311
DB09296,5243
DB09296,1558
DB09296,9429
DB09297,1576
DB09297,5243
DB09297,1577
DB09297,9429
DB09297,10599
DB09299,1576
DB09299,5243
DB09299,213
DB09299,9356
DB09299,9429
DB09299,10599
DB09299,9376
DB09299,10257
DB09299,1066
DB09299,204
DB09299,4830
DB09299,4831
DB09299,5476
DB09299,203
DB09300,1131
DB09300,1129
DB09301,7422
DB09301,3074
DB09301,6347
DB09301,2588
DB09301,627
DB09301,2668
DB09301,2990
DB09301,3423
DB09301,3425
DB09301,411
DB09302,255738
DB09303,255738
DB09310,2165
DB09317,1576
DB09317,6906
DB09317,2099
DB09318,1576
DB09318,6906
DB09318,2099
DB09320,2215
DB09320,2214
DB09320,4842
DB09320,6261
DB09320,3359
DB09320,6336
DB09320,2539
DB09320,6262
DB09325,2875
DB09326,162417
DB09326,51458
DB09327,1548
DB09327,10864
DB09327,2030
DB09327,7298
DB09327,9154
DB09327,3177
DB09327,1806
DB09328,1544
DB09328,1571
DB09328,3992
DB09328,6785
DB09328,38
DB09328,30
DB09329,7450
DB09330,1956
DB09330,1576
DB09330,1544
DB09330,5243
DB09330,9429
DB09331,952
DB09332,2147
DB09332,2159
DB09332,2158
DB09332,5624
DB09332,2677
DB09332,2155
DB09332,5627
DB09332,5447
DB09332,79001
DB09333,213
DB09333,1735
DB09334,4158
DB09336,931
DB09336,4072
DB09340,2990
DB09341,6513
DB09341,6514
DB09341,56606
DB09341,3098
DB09341,2645
DB09341,6515
DB09341,6517
DB09341,11182
DB09341,29988
DB09341,81031
DB09341,66035
DB09341,154091
DB09341,6523
DB09342,1066
DB09343,6582
DB09343,55244
DB09343,1890
DB09345,6331
DB09345,6323
DB09345,6328
DB09345,6336
DB09345,6335
DB09345,6329
DB09345,6326
DB09345,11280
DB09345,6334
DB09348,213
DB09351,1565
DB09351,153
DB09352,1565
DB09352,7421
DB09352,6571
DB09352,6531
DB09352,9607
DB09352,134864
DB09352,148
DB09352,54657
DB09352,150
DB09352,9
DB09352,4914
DB09352,6750
DB09352,4780
DB09352,2670
DB09357,3162
DB09369,2099
DB09371,1576
DB09371,6462
DB09371,2099
DB09371,367
DB09374,1244
DB09374,8647
DB09374,2744
DB09374,3417
DB09378,1576
DB09381,1576
DB09381,6906
DB09383,1576
DB09383,213
DB09389,1576
DB09389,1588
DB09389,367
DB09389,5241
DB09389,6715
DB09395,55902
DB09401,596
DB09401,598
DB09401,4170
DB09407,43
DB09409,2902
DB09413,248
DB09418,213
DB09418,6528
DB09421,7201
DB09422,5465
DB09449,6574
DB09449,6575
DB09449,6569
DB09449,10568
DB09449,142680
DB09460,759
DB09460,760
DB09460,762
DB09460,768
DB09462,1571
DB09462,5467
DB09462,27306
DB09462,2950
DB09462,125
DB09462,216
DB09462,3708
DB09462,30814
DB09462,1787
DB09462,5047
DB09462,51477
DB09462,4668
DB09462,7048
DB09462,375
DB09462,9061
DB09472,759
DB09472,760
DB09477,1636
DB09477,623
DB09479,476
DB09479,486
DB09479,477
DB09479,478
DB09479,481
DB09479,482
DB09479,483
DB09479,480
DB09481,2902
DB09481,140803
DB09481,54946
DB09481,54805
DB09481,54822
DB09488,3269
DB09496,5468
DB09496,2099
DB09496,2100
DB09496,6347
DB09496,163882
DB09498,6546
DB09498,8911
DB09498,249
DB09499,7263
DB09502,6513
DB09502,6514
DB09502,56606
DB09502,3098
DB09502,6515
DB09502,6517
DB09502,6518
DB09502,11182
DB09502,29988
DB09502,81031
DB09502,66035
DB09502,154091
DB09517,3039
DB09517,3043
DB09517,2512
DB09526,213
DB09526,7299
DB09532,6344
DB09535,2099
DB09535,2100
DB09536,8685
DB09539,6646
DB09539,6720
DB09546,6530
DB09552,528
DB09555,1576
DB09555,1565
DB09555,6582
DB09555,6580
DB09555,3269
DB09559,1956
DB09564,3643
DB09564,3480
DB09564,213
DB09568,1576
DB09568,6785
DB09568,3028
DB09568,3033
DB09568,8529
DB09568,4023
DB09568,84649
DB09568,5037
DB09568,1892
DB09568,58488
DB09570,1576
DB09570,1544
DB09570,1565
DB09570,1559
DB09570,1557
DB09570,1558
DB09570,1555
DB09571,5409
DB10770,7124
DB10770,1438
DB10770,3554
DB10770,2263
DB10770,7040
DB10770,5159
DB10770,2321
DB10770,2246
DB10770,3458
DB10770,3569
DB10770,7048
DB10772,1956
DB10772,7124
DB10772,1438
DB10772,2263
DB10772,7040
DB10772,5156
DB10772,7422
DB10772,2246
DB10772,3553
DB10772,3458
DB10772,3569
DB10772,7048
DB11059,6513
DB11064,2099
DB11064,367
DB11064,5241
DB11071,5742
DB11071,5743
DB11075,4072
DB11077,1579
DB11077,128
DB11077,6817
DB11077,5167
DB11077,10553
DB11079,5742
DB11079,5743
DB11081,2746
DB11087,8856
DB11090,3757
DB11090,4582
DB11091,2876
DB11091,847
DB11093,811
DB11093,821
DB11093,213
DB11093,6546
DB11093,6261
DB11093,775
DB11093,8913
DB11093,801
DB11093,777
DB11093,773
DB11093,6285
DB11093,6284
DB11093,846
DB11093,10016
DB11093,6262
DB11093,10519
DB11093,6717
DB11093,11261
DB11093,6678
DB11093,2201
DB11093,845
DB11093,9104
DB11093,553115
DB11093,6277
DB11093,7178
DB11093,10518
DB11093,844
DB11093,4924
DB11093,4925
DB11093,84467
DB11093,25801
DB11093,8618
DB11093,805
DB11093,808
DB11093,140576
DB11093,794
DB11093,828
DB11093,93664
DB11093,125972
DB11093,9378
DB11093,23413
DB11093,55503
DB11093,56302
DB11093,9033
DB11093,6263
DB11093,342372
DB11093,117144
DB11093,793
DB11093,795
DB11094,1576
DB11094,7421
DB11094,2638
DB11094,1594
DB11094,120227
DB11095,1357
DB11098,6557
DB11098,6558
DB11100,6906
DB11113,5733
DB11113,5734
DB11118,2752
DB11118,27165
DB11118,1373
DB11120,5594
DB11124,148
DB11124,153
DB11124,154
DB11124,147
DB11124,146
DB11124,150
DB11124,151
DB11124,152
DB11124,155
DB11127,2876
DB11127,7296
DB11130,1576
DB11130,1565
DB11130,213
DB11130,4988
DB11130,4986
DB11130,4985
DB11130,567
DB11131,7442
DB11132,8685
DB11133,5743
DB11133,5465
DB11133,5468
DB11133,240
DB11133,6720
DB11134,1356
DB11134,213
DB11135,51540
DB11135,2936
DB11135,7296
DB11136,7018
DB11136,1528
DB11148,213
DB11148,590
DB11148,786
DB11148,3758
DB11148,5004
DB11155,1545
DB11155,1543
DB11156,1579
DB11156,1128
DB11156,2859
DB11157,3859
DB11157,3849
DB11157,9479
DB11166,2147
DB11166,2159
DB11181,1131
DB11181,1128
DB11181,1066
DB11181,1129
DB11181,1132
DB11181,1133
DB11182,213
DB11182,4069
DB11182,7018
DB11182,4057
DB11186,3757
DB11186,4988
DB11186,4986
DB11186,10280
DB11193,7099
DB11198,1576
DB11198,1544
DB11201,5742
DB11201,5743
DB11217,213
DB11217,7299
DB11219,2099
DB11219,2100
DB11219,367
DB11219,5241
DB11221,6462
DB11235,1131
DB11235,1128
DB11235,1129
DB11235,3269
DB11235,1132
DB11235,1133
DB11251,1576
DB11251,5243
DB11251,949
DB11251,284904
DB11251,266629
DB11251,23541
DB11251,7274
DB11251,3949
DB11251,8529
DB11251,55911
DB11251,7436
DB11254,7052
DB11254,7299
DB11254,7150
DB11256,4548
DB11256,113235
DB11256,6573
DB11273,1576
DB11273,148
DB11273,153
DB11273,3350
DB11274,1576
DB11274,1813
DB11274,1812
DB11274,1814
DB11275,1812
DB11278,148
DB11278,153
DB11278,150
DB11294,3106
DB11294,3105
DB11300,2243
DB11300,2157
DB11300,2153
DB11300,2149
DB11300,2160
DB11300,2162
DB11300,2165
DB11300,9002
DB11300,2244
DB11300,2266
DB11311,2243
DB11311,2159
DB11311,2162
DB11311,2244
DB11311,1361
DB11323,5742
DB11323,5743
DB11327,5743
DB11327,4843
DB11328,10544
DB11338,1438
DB11338,1277
DB11338,7412
DB11338,3627
DB11348,811
DB11348,821
DB11348,213
DB11348,6546
DB11348,6261
DB11348,775
DB11348,8913
DB11348,801
DB11348,777
DB11348,773
DB11348,6285
DB11348,6284
DB11348,846
DB11348,10016
DB11348,6262
DB11348,6574
DB11348,6575
DB11348,6569
DB11348,10568
DB11348,142680
DB11348,10519
DB11348,6717
DB11348,11261
DB11348,6678
DB11348,2201
DB11348,845
DB11348,9104
DB11348,553115
DB11348,6277
DB11348,7178
DB11348,10518
DB11348,844
DB11348,4924
DB11348,4925
DB11348,84467
DB11348,25801
DB11348,8618
DB11348,805
DB11348,808
DB11348,140576
DB11348,794
DB11348,828
DB11348,93664
DB11348,125972
DB11348,9378
DB11348,23413
DB11348,55503
DB11348,56302
DB11348,9033
DB11348,6263
DB11348,342372
DB11348,117144
DB11348,793
DB11348,795
DB11359,213
DB11362,1576
DB11362,5243
DB11362,1558
DB11362,10599
DB11362,1066
DB11362,5739
DB11363,5243
DB11363,9429
DB11363,238
DB11386,3757
DB11431,1576
DB11431,5243
DB11431,9429
DB11560,1559
DB11560,55867
DB11560,116085
DB11563,3988
DB11569,3605
DB11571,2243
DB11571,2157
DB11571,2153
DB11571,2160
DB11571,2162
DB11571,2165
DB11571,2244
DB11571,2266
DB11572,2243
DB11572,2157
DB11572,2153
DB11572,2160
DB11572,2162
DB11572,2165
DB11572,2244
DB11572,2266
DB11574,1576
DB11574,5243
DB11574,1551
DB11574,1577
DB11574,64816
DB11575,1576
DB11575,5243
DB11575,213
DB11575,10599
DB11575,5004
DB11577,148
DB11577,196
DB11580,727
DB11581,1576
DB11581,5243
DB11581,9429
DB11581,10599
DB11581,596
DB11584,1812
DB11586,1576
DB11586,1565
DB11586,1559
DB11586,5243
DB11586,1557
DB11586,1577
DB11586,10599
DB11586,1555
DB11586,1548
DB11586,11309
DB11587,154
DB11588,4151
DB11590,213
DB11590,4548
DB11590,23657
DB11590,2876
DB11590,2936
DB11590,3708
DB11590,486
DB11590,6648
DB11591,6579
DB11591,11309
DB11591,3269
DB11591,340273
DB11595,29126
DB11597,6007
DB11598,462
DB11601,7097
DB11605,1576
DB11605,5465
DB11605,9971
DB11605,8856
DB11606,7450
DB11607,7450
DB11608,2159
DB11608,3480
DB11608,4914
DB11608,3949
DB11608,6517
DB11608,653509
DB11608,4493
DB11608,1869
DB11608,3164
DB11611,1559
DB11611,6579
DB11611,3683
DB11611,11309
DB11613,1576
DB11613,5243
DB11613,1558
DB11613,9429
DB11613,10599
DB11613,1555
DB11613,11309
DB11614,1576
DB11614,1565
DB11614,1559
DB11614,1557
DB11614,3269
DB11614,5724
DB11619,2798
DB11619,1576
DB11619,6462
DB11619,2908
DB11619,2099
DB11619,367
DB11619,5241
DB11626,7133
DB11626,7132
DB11632,1557
DB11632,1558
DB11632,1312
DB11633,1576
DB11633,1565
DB11633,1559
DB11633,5243
DB11633,1557
DB11633,1577
DB11633,1558
DB11633,9429
DB11633,6582
DB11633,1555
DB11633,3757
DB11633,6331
DB11633,54576
DB11633,54600
DB11633,3767
DB11633,775
DB11633,3752
DB11633,3763
DB11633,3765
DB11633,3784
DB11633,3741
DB11635,1576
DB11635,5243
DB11635,949
DB11635,284904
DB11635,266629
DB11635,23541
DB11635,19
DB11635,29881
DB11635,7274
DB11635,64240
DB11635,64241
DB11635,8529
DB11635,55911
DB11636,1576
DB11637,1576
DB11637,213
DB11637,5004
DB11639,659
DB11639,657
DB11640,3736
DB11640,9
DB11640,10
DB11641,1576
DB11641,5243
DB11641,213
DB11641,5004
DB11641,340273
DB11641,203068
DB11642,1576
DB11642,1544
DB11642,1565
DB11642,6580
DB11642,1555
DB11642,3757
DB11642,11255
DB11644,7276
DB11653,4158
DB11653,4157
DB11660,11309
DB11660,5737
DB11672,1576
DB11672,1544
DB11672,1565
DB11672,1559
DB11672,5243
DB11672,5468
DB11672,7421
DB11672,2938
DB11672,2944
DB11672,2950
DB11672,10057
DB11672,1555
DB11672,873
DB11691,1576
DB11691,4988
DB11691,4986
DB11691,4985
DB11691,54659
DB11691,340273
DB11699,3359
DB11703,1576
DB11703,1577
DB11703,695
DB11712,1576
DB11712,5243
DB11712,1577
DB11712,1080
DB11714,941
DB11714,29126
DB11718,1576
DB11718,1565
DB11718,1557
DB11718,673
DB11718,595
DB11730,1576
DB11730,1019
DB11730,1021
DB11738,150
DB11742,1576
DB11750,1576
DB11753,1576
DB11753,1544
DB11753,1565
DB11753,1559
DB11753,5243
DB11753,213
DB11753,1557
DB11753,1558
DB11753,6579
DB11753,10599
DB11753,6578
DB11753,1555
DB11753,11309
DB11753,55244
DB11760,5243
DB11760,9429
DB11760,142
DB11760,10038
DB11767,2215
DB11767,2214
DB11767,2209
DB11767,2212
DB11767,2213
DB11767,1576
DB11767,2875
DB11767,84706
